code,mets,major_heading_ja,activity_ja,major_heading_en,activity_en
11590,2.5,職業,座位作業：ほどほどの労力(例：重いレバーを押す、芝刈り機やフォークリフトに乗る、クレーンの操作),occupation,"sitting tasks, moderate effort (e.g., pushing heavy levers, riding mower/forklift, crane operation)"
11593,2.8,職業,座位：ストレッチやヨガ、または強度の低い運動の指導をする,occupation,"sitting, teaching stretching or yoga, or light effort exercise class"
11610,3,職業,包、看護),,"(occupation) (standing, light/moderate effort (e.g., assemble/repair heavy parts, welding,stocking parts,auto"
11615,4.5,職業,立位：ほどほどの労力、物を持ち続ける、4.5-9.1kg、ほとんど歩行しない、あるいはじっとしている,occupation,"standing, moderate effort, lifting items continuously, 10 – 20 lbs, with limited walking or resting"
11620,3.5,職業,立位：ほどほどの労力、断続的に22.7kgの物を持ち上げる、ロープを結ぶ/巻きつける),occupation,"standing, moderate effort, intermittent lifting 50 lbs, hitch/twisting ropes"
11708,5.3,職業,製鋼所：ほどほどの労力(例：鋳肌掃除、鍛造、鋳型を傾ける),occupation,"steel mill, moderate effort (e.g., fettling, forging, tipping molds)"
11710,8.3,職業,製鋼所：きつい労力(例：手作業での圧延、圧延機の使用、鉱滓を取り除く、溶鉱炉の手入れをする),occupation,"steel mill, vigorous effort (e.g., hand rolling, merchant mill rolling, removing slag, tending furnace)"
11720,2.3,職業,仕立て作業：裁断,occupation,"tailoring, cutting fabric"
11730,2.5,職業,仕立て作業：全般,occupation,"tailoring, general"
11740,1.8,職業,仕立て作業：裁縫をする,occupation,"tailoring, hand sewing"
11750,2.5,職業,仕立て作業：ミシンをかける,occupation,"tailoring, machine sewing"
11760,3.5,職業,仕立て作業：アイロンがけ,occupation,"tailoring, pressing"
11765,4,職業,セットする、ピンワインディング、コーンワインディング、整経、裁断),,"(occupation) (tailoring, weaving, moderate effort (e.g., spinning and weaving operations, delivering boxes of yam to"
11767,2,職業,トラック運転：運送トラック、タクシー、シャトルバス、スクールバスの運転,occupation,"Truch, driving delivery truck, taxi, shuttlebus, school bus"
11770,1.3,職業,タイピング：電子タイプライター、手動タイプライター、コンピュータのキーボード,occupation,"typing, electric, manual or computer"
11780,6.3,職業,圧縮空気を動力とする重たい電動工具を使う(例：削岩機、ドリル),occupation,"using heavy power tools such as pneumatic tools (e.g., jackhammers, drills)"
11790,8,職業,シャベル、つるはし、じょうご、くわのような(電動ではない)重たい道具を使う,occupation,"using heavy tools (not power) such as shovel, pick, tunnel bar, spade"
11791,2,職業,仕事中の歩行：3.2km/時未満、非常にゆっくり、オフィスや研究室内,occupation,"walking on job, less than 2.0 mph, very slow speed, in office or lab area"
11792,3.5,職業,仕事中の歩行：4.8km/時、オフィス内、ほどほどの速さ、何も持たずに,occupation,"walking on job, 3.0 mph, in office, moderate speed, not carrying anything"
11793,4.3,職業,仕事中の歩行：5.6km/時、オフィス内、速い、何も持たずに,occupation,"walking on job, 3.5 mph, in office, brisk speed, not carrying anything"
11795,3.5,職業,仕事中の歩行：4.0km/時、ゆっくり、11.3kg未満の軽い物を運ぶ,occupation,"walking on job, 2.5 mph, slow speed and carrying light objects less than 25 lbs"
11796,3,職業,歩行：職場で物を回収する、出発の準備をする,occupation,"walking, gathering things at work, ready to leave"
11797,3.8,職業,歩行：4.0km/時、ゆっくり、11.3kg以上の重たい物を運ぶ,occupation,"walking, 2.5 mph, slow speed, carrying heavy objects more than 25 lbs"
11800,4.5,職業,歩行：4.8km/時、ほどほどの速さ、11.3kg未満の軽い物を運ぶ,occupation,"walking, 3.0 mph, moderately and carrying light objects less than 25 lbs"
11805,3.5,職業,歩行：車いすを押して歩く,occupation,"walking, pushing a wheelchair"
11810,4.8,職業,歩行：5.6km/時、速い、11.3kg未満の物を運ぶ,occupation,"walking, 3.5 mph, briskly and carrying objects less than 25 lbs"
11820,5,職業,歩行や階段を降りる、または立位：11.3-22.2kgの物を運ぶ,occupation,"walking or walk downstairs or standing, carrying objects about 25 to 49 lbs"
11830,6.5,職業,歩行や階段を降りる、または立位：22.7-33.6kgの物を運ぶ,occupation,"walking or walk downstairs or standing, carrying objects about 50 to 74 lbs"
11840,7.5,職業,歩行や階段を降りる、または立位：34.0-44.9kgの物を運ぶ,occupation,"walking or walk downstairs or standing, carrying objects about 75 to 99 lbs"
11850,8.5,職業,歩行や階段を降りる、または立位：45.4kg以上の物を運ぶ,occupation,"walking or walk downstairs or standing, carrying objects about 100 lbs or more"
11870,3,職業,劇場の作業場での仕事：舞台俳優、舞台裏の仕事,occupation,"working in scene shop, theater actor, backstage employee"
12010,6,ランニング,ジョギングと歩行の組み合わせ(ジョギングは10分未満),running) (jog/walk combination (jogging component of less than 10 minutes,Taylor Code 180)
12020,7,ランニング,ジョギング：全般,running,"jogging, general"
12025,8,ランニング,ジョギング：その場で,running,"jogging, in place"
12027,4.5,ランニング,ジョギング：ミニトランポリンの上で,running,"jogging, on a mini-tramp"
12029,6,ランニング,ランニング：6.4km/時、107.3m/分,running,"Running, 4 mph (13 min/mile)"
12030,8.3,ランニング,ランニング：8.0km/時、134.1m/分,running,"running, 5 mph (12 min/mile)"
12040,9,ランニング,ランニング：8.4km/時、139.4m/分,running,"running, 5.2 mph (11.5 min/mile)"
12050,9.8,ランニング,ランニング：9.7km/時、160.9m/分,running,"running, 6 mph (10 min/mile)"
12060,10.5,ランニング,ランニング：10.8km/時、179.7m/分,running,"running, 6.7 mph (9 min/mile)"
12070,11,ランニング,ランニング：11.3km/時、187.7m/分,running,"running, 7 mph (8.5 min/mile)"
12080,11.5,ランニング,ランニング：12.1km/時、201.1m/分,running,"running, 7.5 mph (8 min/mile)"
12090,11.8,ランニング,ランニング：12.9km/時、214.5m/分,running,"running, 8 mph (7.5 min/mile)"
12100,12.3,ランニング,ランニング：13.8km/時、230.6m/分,running,"running, 8.6 mph (7 min/mile)"
12110,12.8,ランニング,ランニング：14.5km/時、241.4m/分,running,"running, 9 mph (6.5 min/mile)"
12120,14.5,ランニング,ランニング：16.1km/時、268.2m/分,running,"running, 10 mph (6 min/mile)"
12130,16,ランニング,ランニング：17.7km/時、295.0m/分,running,"running, 11 mph (5.5 min/mile)"
12132,19,ランニング,ランニング：19.3km/時、321.8ｍ/分,running,"running, 12 mph (5 min/mile)"
12134,19.8,ランニング,ランニング：20.9km/時、348.6m/分,running,"running, 13 mph (4.6 min/mile)"
12135,23,ランニング,ランニング：22.5km/時、375.4m/分,running,"running, 14 mph (4.3 min/mile)"
12140,9,ランニング,ランニング：クロスカントリー,running,"running, cross country"
12150,8,ランニング,ランニング,running,"running, (Taylor code 200)"
12170,15,ランニング,ランニング：階段を上がる,running,"running, stairs, up"
12180,10,ランニング,ランニング：トラック、チーム練習,running,"running, on a track, team practice"
12190,8,ランニング,ランニング：トレーニング、車いすやベビーカーを押す,running,"running, training, pushing a wheelchair or baby carrier"
12200,13.3,ランニング,ランニング：マラソン,running,"running, marathon"
13000,2.3,セルフケア,就寝の準備をする：全般、立位,self care,"getting ready for bed, general, standing"
13009,1.8,セルフケア,トイレ：座位、立位、またはしゃがんでの排泄,self care,"sitting on toilet, eliminating while standing or squating"
13010,1.5,セルフケア,入浴：座位,self care,"bathing, sitting"
13020,2.5,セルフケア,着替え：立位、または座位,self care,"dressing, undressing, standing or sitting"
13030,1.5,セルフケア,食事をする：座位,self care,"eating, sitting"
13035,2,セルフケア,伒話をしながら食事をするまたは食事のみ：立位,self care,"talking and eating or eating only, standing"
13036,1.5,セルフケア,薬を飲む：座位、または立位,self care,"taking medication, sitting or standing"
13040,2,セルフケア,身支度をする：手を洗う、髭を剃る、歯を磨く、化粧をする、座位、または立位,self care,"grooming, washing hands, shaving, brushing teeth, putting on make-up, sitting or standing"
13045,2.5,セルフケア,髪形を整える：立位,self care,"hairstyling, standing"
13046,1.3,セルフケア,ヘアーカットやネイルアートをしてもらう：座位,self care,"having hair or nails done by someone else, sitting"
13050,2,セルフケア,シャワーを浴びる：タオルで拭く、立位,self care,"showering, toweling off, standing"
14010,2.8,性行動,積極的：きつい労力,sexual activity,"active, vigorous effort"
14020,1.8,性行動,全般：ほどほどの労力,sexual activity,"general, moderate effort"
14030,1.3,性行動,受動的：楽な労力、キスをする、抱きしめる,sexual activity,"passive, light effort, kissing, hugging"
15000,5.5,スポーツ,アラスカ・ネィティブ・ゲーム：エスキモーオリンピック、全般,sports,"Alaska Native Games, Eskimo Olympics, general"
15010,4.3,スポーツ,アーチェリー：狩猟以外,sports,"archery, non-hunting"
15020,7,スポーツ,ハンドボール：試合,sports,"badminton, competitive (Taylor Code 450)"
15030,5.5,スポーツ,バドミントン：試合以外でのシングルとダブルス,sports,"badminton, social singles and doubles, general"
15040,8,スポーツ,バスケットボール：試合,sports,"basketball, game (Taylor Code 490)"
15050,6,スポーツ,バスケットボール：試合以外、全般,sports,"basketball, non-game, general (Taylor Code 480)"
15055,6.5,スポーツ,バスケットボール：全般,sports,"basketball, general"
15060,7,スポーツ,バスケットボール：審判をする,sports,"basketball, officiating (Taylor Code 500)"
15070,4.5,スポーツ,バスケットボール：シュート練習,sports,"basketball, shooting baskets"
15072,9.3,スポーツ,バスケットボール：基礎練習,sports,"basketball, drills, practice"
15075,7.8,スポーツ,バスケットボール：車いす,sports,"basketball, wheelchair"
15080,2.5,スポーツ,ビリヤード,sports,billiards
15090,3,スポーツ,ボウリング,sports,bowling (Taylor Code 390)
15092,3.8,スポーツ,ボウリング：屋内、ボウリング場で,sports,"bowling, indoor, bowling alley"
15100,12.8,スポーツ,ボクシング：リング上で、全般,sports,"boxing, in ring, general"
15110,5.5,スポーツ,ボクシング：サンドバッグを叩く,sports,"boxing, punching bag"
15120,7.8,スポーツ,ボクシング：スパーリング,sports,"boxing, sparring"
15130,7,スポーツ,ブルームボール,sports,broomball
15135,5.8,スポーツ,ル、テザーボール、おはじきやビー玉遊び、アーケードゲーム),,"(sports) (children’s games, adults playing (e.g., hopscotch, 4-square, dodgeball, playground apparatus, t-ball,"
15138,6,スポーツ,チアリーディング：体操的な動き、競技,sports,"cheerleading, gymnastic moves, competitive"
15140,4,スポーツ,コーチング：アメフト、サッカー、バスケットボール、野球、水泳等,sports,"coaching, football, soccer, basketball, baseball, swimming, etc."
15142,8,スポーツ,コーチング：選手と一緒に積極的にプレーに参加する,sports,"coaching, actively playing sport with players"
15150,4.8,スポーツ,クリケット：バッティング、ボウリング、フィールディング,sports,"cricket, batting, bowling, fielding"
15170,4,スポーツ,カーリング,sports,curling
15180,2.5,スポーツ,ダーツ：ウォールダーツ、ヤードダーツ,sports,"darts, wall or lawn"
15190,6,スポーツ,ドラッグレース：車を押す、運転する,sports,"drag racing, pushing or driving a car"
15192,8.5,スポーツ,オートレーシング：オープンホイールカー(フォーミュラカー),sports,"auto racing, open wheel"
15200,6,スポーツ,フェンシング,sports,fencing
15210,8,スポーツ,アメリカンフットボール：試合,sports,"football, competitive"
15230,8,スポーツ,アメリカンフットボール：タッチフットボール、フラッグフットボール、全般,sports,"football, touch, flag, general (Taylor Code 510)"
15232,4,スポーツ,アメリカンフットボール：タッチフットボール、フラッグフットボール、楽な労力,sports,"football, touch, flag, light effort"
15235,2.5,スポーツ,アメリカンフットボールや野球：捕球,sports,"football or baseball, playing catch"
15240,3,スポーツ,フリスビー：全般,sports,"frisbee playing, general"
15250,8,スポーツ,フリスビー：アルティメット,sports,"frisbee, ultimate"
15255,4.8,スポーツ,ゴルフ：全般,sports,"golf, general"
15265,4.3,スポーツ,ゴルフ：歩行、クラブを運ぶ,sports,"golf, walking, carrying clubs"
15270,3,スポーツ,ゴルフ：小規模のゴルフ、打ちっぱなし場,sports,"golf, miniature, driving range"
15285,5.3,スポーツ,ゴルフ：歩行、クラブを手で引く,sports,"golf, walking, pulling clubs"
15290,3.5,スポーツ,ゴルフ：パワーカートを使う,sports,"golf, using power cart (Taylor Code 070)"
15300,3.8,スポーツ,体操：全般,sports,"gymnastics, general"
15310,4,スポーツ,ハッキーサック(フットバッグ),sports,hacky sack
15320,12,スポーツ,ハンドボール：全般,sports,"handball, general (Taylor Code 520)"
15330,8,スポーツ,ハンドボール：チーム練習,sports,"handball, team"
15335,4,スポーツ,ハイロープコース：複合的な要素からなる,sports,"high ropes course, multiple elements"
15340,3.5,スポーツ,ハングライダー,sports,hang gliding
15350,7.8,スポーツ,ホッケー：フィールド,sports,"hockey, field"
15360,8,スポーツ,ホッケー：氷上、全般,sports,"hockey, ice, general"
15362,10,スポーツ,ホッケー：氷上、試合,sports,"hockey, ice, competitive"
15370,5.5,スポーツ,乗馬：全般,sports,"horseback riding, general"
15375,4.3,スポーツ,馬の世話：餌やり、水浴び、馬房の掃除、歩行や荷物を持ち上げる動作を含む,sports,"horse chores, feeding, watering, cleaning stalls, implied walking and lifting loads"
15380,4.5,スポーツ,鞍をつけた馬に乗る、馬の掃除をする、馬のグルーミングをする、馬に装具を着ける、馬の装具を外す,sports,"saddling, cleaning, grooming, harnessing and unharnessing horse"
15390,5.8,スポーツ,乗馬：トロッティング(速足),sports,"horseback riding, trotting"
15395,7.3,スポーツ,乗馬：キャンター(駈足)、ギャロップ(襲歩),sports,"horseback riding, canter or gallop"
15400,3.8,スポーツ,乗馬：ウォーキング(常歩),sports,"horseback riding,walking"
15402,9,スポーツ,乗馬：ジャンプ,sports,"horseback riding, jumping"
15408,1.8,スポーツ,馬車：運転する、立位または座位,sports,"horse cart, driving, standing or sitting"
15410,3,スポーツ,蹄鉄を投げる：輪投げ,sports,"horseshoe pitching, quoits"
15420,12,スポーツ,ハイ・アライ(バスク・ ペロタ),sports,jai alai
15425,5.3,スポーツ,武術：様々な種類、ゆっくり、初心者、練習,sports,"martial arts, different types, slower pace, novice performers, practice"
15430,10.3,スポーツ,ボ、ムエタイ),,"(sports) (martial arts, different types, moderate pace (e.g., judo, jujitsu, karate, kick boxing, tae kwan do, tai-bo,"
15440,4,スポーツ,ジャグリング,sports,juggling
15450,7,スポーツ,キックボール,sports,kickball
15460,8,スポーツ,ラクロス,sports,lacrosse
15465,3.3,スポーツ,芝生でのボウリング：ボッチェボール、屋外,sports,"lawn bowling, bocce ball, outdoor"
15470,4,スポーツ,モトクロス：オフロードのモータースポーツ、オール・テライン・ビークル(オフロードカー)、全般,sports,"moto-cross, off-road motor sports, all-terrain vehicle, general"
15480,9,スポーツ,オリエンテーリング,sports,orienteering
15490,10,スポーツ,パドルボール：試合,sports,"paddleball, competitive"
15500,6,スポーツ,パドルボール：形式ばらない、全般,sports,"paddleball, casual, general (Taylor Code 460)"
15510,8,スポーツ,ポロ(馬に乗りながら行うホッケー)：馬の背に乗って,sports,"polo, on horseback"
15520,10,スポーツ,ラケットボール：試合,sports,"racquetball, competitive"
15530,7,スポーツ,ラケットボール：全般,sports,"racquetball, general (Taylor Code 470)"
15533,8,スポーツ,ロッククライミング、または山登り,sports) (rock or mountain climbing (Taylor Code 470,Formerly code = 17120)
15535,7.5,スポーツ,ロッククライミング：岩に昇る、高難易度,sports,"rock climbing, ascending rock, high difficulty"
15537,5.8,スポーツ,ロッククライミング：岩に登る、横移動をする、低～中難易度,sports,"rock climbing, ascending or traversing rock, low-to-moderate difficulty"
15540,5,スポーツ,ロッククライミング：ラペリング(降下),sports,"rock climbing, rappelling"
15542,4,スポーツ,ロデオスポーツ：全般、楽な労力,sports,"rodeo sports, general, light effort"
15544,5.5,スポーツ,ロデオスポーツ：全般、ほどほどの労力,sports,"rodeo sports, general, moderate effort"
15546,7,スポーツ,ロデオスポーツ：全般、きつい労力,sports,"rodeo sports, general, vigorous effort"
15550,12.3,スポーツ,縄跳び：速い、毎分120-160ステップ,sports,"rope jumping, fast pace, 120-160 skips/min"
15551,11.8,スポーツ,縄跳び：ほどほどのペース、毎分100-120ステップ、全般、両足跳び、単純な跳ねる動作,sports,"rope jumping, moderate pace, 100-120 skips/min, general, 2 foot skip, plain bounce"
15552,8.8,スポーツ,縄跳び：ゆっくり、毎分100ステップ未満、両足跳び、リズムに合わせて跳ぶ,sports,"rope jumping, slow pace, < 100 skips/min, 2 foot skip, rhythm bounce"
15560,8.3,スポーツ,ラグビー：ユニオン、チーム練習、試合,sports,"rugby, union, team, competitive"
15562,6.3,スポーツ,ラグビー：タッチ、試合以外,sports,"rugby, touch, non-competitive"
15570,3,スポーツ,シャッフルボード(長い棒で円盤を突いて点数を書いた枞の中に入れるゲーム、主に船の甲板でする),sports,shuffleboard
15580,5,スポーツ,スケートボード：全般、ほどほどの労力,sports,"skateboarding, general, moderate effort"
15582,6,スポーツ,スケートボード：競技、きつい労力,sports,"skateboarding, competitive, vigorous effort"
15590,7,スポーツ,スケート：ローラー,sports,"skating, roller (Taylor Code 360)"
15591,7.5,スポーツ,ローラーブレード：インラインスケート、14.4km/時、気晴らし程度のペース,sports,"rollerblading, in-line skating, 14.4 km/h (9.0 mph), recreational pace"
15592,9.8,スポーツ,ローラーブレード：インラインスケート、17.7km/時、ほどほどのペース、運動トレーニング,sports,"rollerblading, in-line skating, 17.7 km/h (11.0 mph), moderate pace, exercise training"
15593,12.3,スポーツ,ローラーブレード：インラインスケート、21.0-21.7km/時、速い、運動トレーニング,sports,"rollerblading, in-line skating, 21.0 to 21.7 km/h (13.0 to 13.6 mph), fast pace, exercise training"
15594,14,スポーツ,ローラーブレード：インラインスケート、24.1km/時、最大努力で,sports,"rollerblading, in-line skating, 24.0 km/h (15.0 mph), maximal effort"
15600,3.5,スポーツ,スカイダイビング、ベースジャンピング、バンジージャンプ,sports,"skydiving, base jumping, bungee jumping"
15605,10,スポーツ,サッカー：試合,sports,"soccer, competitive"
15610,7,スポーツ,サッカー：形式ばらない、全般,sports,"soccer, casual, general (Taylor Code 540)"
15620,5,スポーツ,ソフトボール、または野球：速い、あるいは遅い投球、全般,sports,"softball or baseball, fast or slow pitch, general (Taylor Code 440)"
15625,4,スポーツ,ソフトボール：練習,sports,"softball, practice"
15630,4,スポーツ,ソフトボール：審判,sports,"softball, officiating"
15640,6,スポーツ,ソフトボール：投球,sports,"softball,pitching"
15645,3.3,スポーツ,スポーツ観戦：とてもエキサイトする、感情的になる、身体の動きを伴う,sports,"sports spectator, very excited, emotional, physically moving"
15650,12,スポーツ,スカッシュ,sports,squash (Taylor Code 530)
15652,7.3,スポーツ,スカッシュ：全般,sports,"squash, general"
15660,4,スポーツ,卓球,sports,"table tennis, ping pong (Taylor Code 410)"
15670,3,スポーツ,太極拳、気功、全般,sports,"tai chi, qi gong, general"
15672,1.5,スポーツ,太極拳、気功、座位、楽な労力,sports,"tai chi, qi gong, sitting, light effort"
15675,7.3,スポーツ,テニス：全般,sports,"tennis, general"
15680,6,スポーツ,テニス：ダブルス,sports,"tennis, doubles (Taylor Code 430)"
15685,4.5,スポーツ,テニス：ダブルス,sports,"tennis, doubles"
15690,8,スポーツ,テニス：シングルス,sports,"tennis, singles (Taylor Code 420)"
15695,5,スポーツ,テニス：ボールを打つ、試合以外、ほどほどの労力,sports,"tennis, hitting balls, non-game play, moderate effort"
15700,3.5,スポーツ,トランポリン：気晴らし程度の,sports,"trampoline, recreational"
15702,4.5,スポーツ,トランポリン：競技,sports,"trampoline, competitive"
15710,4,スポーツ,バレーボール,sports,volleyball (Taylor Code 400)
15711,6,スポーツ,バレーボール：試合、体育館で,sports,"volleyball, competitive, in gymnasium"
15720,3,スポーツ,バレーボール：試合以外、6-9人チームで練習、全般,sports,"volleyball, non-competitive, 6 - 9 member team, general"
15725,8,スポーツ,バレーボール：ビーチ、砂場で,sports,"volleyball, beach, in sand"
15730,6,スポーツ,レスリング(1試合=5分),sports,wrestling (one match = 5 minutes)
15731,7,スポーツ,ウォーリーボール(壁で囲まれたコートで行うバレーボール)：全般,sports,"wallyball, general"
15732,4,スポーツ,陸上競技(例：砲丸投げ、円盤投げ、ハンマー投げ),sports,"track and field (e.g., shot, discus, hammer throw)"
15733,6,スポーツ,陸上競技(例：高跳び、幅跳び、三段跳び、槍投げ、棒高跳び),sports,"track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)"
15734,10,スポーツ,陸上競技(例：障害物競争、ハードル),sports,"track and field (e.g., steeplechase, hurdles)"
16010,2.5,運搬,自動車や軽トラックの運転,transportation,automobile or light truck (not a semi) driving
16015,1.3,運搬,自動車やトラックに乗車,transportation,riding in a car or truck
16016,1.3,運搬,バスや電車に乗車,transportation,riding in a bus or train
16020,1.8,運搬,飛行機やヘリコプターの操縦,transportation,flying airplane or helicopter
16030,3.5,運搬,スクーターやオートバイの運転,transportation,"motor scooter, motorcycle"
16035,6.3,運搬,人力車を曳く,transportation,pulling rickshaw
16040,6,運搬,格納庨から小型飛行機を押し出す、押し戻す,transportation,pushing plane in and out of hangar
16050,2.5,運搬,1トン以上のトラック、トラクター、トレーラー、バスを運転する,transportation,"truck, semi, tractor, > 1 ton, or bus, driving"
16060,3.5,運搬,運搬のために歩く：4.5-5.1km/時、ほどほどのペース、平らで固い地面,transportation,"walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface"
17010,7,歩行,バックパックを背負って歩く,walking,backpacking (Taylor Code 050)
17012,7.8,歩行,バックパックを背負って歩く：ディパックを背負ってハイキングや遠足に行く,walking,"backpacking, hiking or organized walking with a daypack"
17020,5,歩行,6.8kgのものを運ぶ(例：スーツケース)：水平な地面、または階段を降りる,walking,"carrying 15 pound load (e.g. suitcase), level ground or downstairs"
17021,2.3,歩行,6.8kgの子どもを運ぶ：ゆっくり歩く,walking,"carrying 15 lb child, slow walking"
17025,8.3,歩行,荷物を上の階へ運ぶ：全般,walking,"carrying load upstairs, general"
17026,5,歩行,0.5-6.8kgの物を運ぶ：上の階へ,walking,"carrying 1 to 15 lb load, upstairs"
17027,6,歩行,7.3-10.9kgの物を運ぶ：上の階へ,walking,"carrying 16 to 24 lb load, upstairs"
17028,8,歩行,11.3-22.2kgの物を運ぶ：上の階へ,walking,"carrying 25 to 49 lb load, upstairs"
17029,10,歩行,22.7-33.6kgの物を運ぶ：上の階へ,walking,"carrying 50 to 74 lb load, upstairs"
17030,12,歩行,33.6kg以上の物を運ぶ：上の階へ,walking,"carrying > 74 lb load, upstairs"
17031,3.5,歩行,車に荷を積む、車から荷を降ろす：歩行を伴う,walking,"loading /unloading a car, implied walking"
17033,6.3,歩行,山を登る：荷物なし,walking,"climbing hills, no load"
17035,6.5,歩行,0-4.1kgの荷物を持って山を登る,walking,climbing hills with 0 to 9 lb load
17040,7.3,歩行,4.5-9.1kgの荷物を持って山を登る,walking,climbing hills with 10 to 20 lb load
17050,8.3,歩行,9.5-19.1kgの荷物を持って山を登る,walking,climbing hills with 21 to 42 lb load
17060,9,歩行,19.1kg以上の荷物を持って山を登る,walking,climbing hills with 42+ lb load
17070,3.5,歩行,階段を降りる,walking,descending stairs
17080,6,歩行,ハイキング：クロスカントリー,walking,"hiking, cross country (Taylor Code 040)"
17082,5.3,歩行,野原や丘の斜面をふつうのペースでハイキングする、または歩く,walking,hiking or walking at a normal pace through fields and hillsides
17085,2.5,歩行,バードウォッチング：ゆっくり歩く,walking,"bird watching, slow walk"
17088,4.5,歩行,行進する：ほどほどの速さ、軍隊、荷物なし,walking,"marching, moderate speed, military, no pack"
17090,8,歩行,速く行進する：軍隊、荷物なし,walking,"marching rapidly, military, no pack"
17100,4,歩行,ベビーカーを押しながら歩く、または子どもと一緒に歩く：4.0-5.0km/時,walking,"pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph"
17105,3.8,歩行,車いすを押す：仕事以外で,walking,"pushing a wheelchair, non-occupational"
17110,6.5,歩行,競歩,walking,race walking
17130,8,歩行,階段を上る：ハシゴを昇る,walking,"stair climbing, using or climbing up ladder (Taylor Code 030)"
17133,4,歩行,階段を上る：ゆっくり,walking,"stair climbing, slow pace"
17134,8.8,歩行,階段を上る：速い,walking,"stair climbing, fast pace"
17140,5,歩行,松葉杖を使って歩く,walking,using crutches
17150,2,歩行,歩行：家の中,walking,"walking, household"
17151,2,歩行,歩行：3.2km/時未満、水平な地面、散策、とてもゆっくり,walking,"walking, less than 2.0 mph, level, strolling, very slow"
17152,2.8,歩行,歩行：3.2km/時、ゆっくり、平らで固い地面,walking,"walking, 2.0 mph, level, slow pace, firm surface"
17160,3.5,歩行,散歩,walking,walking for pleasure (Taylor Code 010)
17161,2.5,歩行,家から車やバスまで歩く、車やバスから職場や目的地まで歩く,walking,"walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite"
17162,2.5,歩行,近所づきあいで隣家や親類の家まで歩く,walking,walking to neighbor’s house or family’s house for social reasons
17165,3,歩行,犬の散歩,walking,walking the dog
17170,3,歩行,歩行：4.0km/時、平らで固い地面,walking,"walking, 2.5 mph, level, firm surface"
17180,3.3,歩行,歩行：4.0km/時、下り坂,walking,"walking, 2.5 mph, downhill"
17190,3.5,歩行,歩行：4.5-5.1km/時、ほどほどの速さ、平らで固い地面,walking,"walking, 2.8 to 3.2 mph, level, moderate pace, firm surface"
17200,4.3,歩行,歩行：5.6km/時、速い、平らで固い地面、運動目的で歩く,walking,"walking, 3.5 mph, level, brisk, firm surface, walking for exercise"
17210,5.3,歩行,歩行：4.7-5.6km/時、上り坂、1-5%の勾配,walking,"walking, 2.9 to 3.5 mph, uphill, 1 to 5% grade"
17211,8,歩行,歩行：4.7-5.6km/時、上り坂、6-15%の勾配,walking,"walking, 2.9 to 3.5 mph, uphill, 6% to 15% grade"
17220,5,歩行,歩行：6.4km/時、平らで固い地面、とても速い,walking,"walking, 4.0 mph, level, firm surface, very brisk pace"
17230,7,歩行,歩行：7.2km/時、平らで固い地面、極めて速い,walking,"walking, 4.5 mph, level, firm surface, very, very brisk"
17231,8.3,歩行,歩行：8.0km/時、平らで固い地面,walking,"walking, 5.0 mph, level, firm surface"
17235,9.8,歩行,歩行：8.0km/時、上り坂、3%の勾配,walking,"walking, 5.0 mph, uphill, 3% grade"
17250,3.5,歩行,歩行：散歩、仕事の合間に歩く,walking,"walking, for pleasure, work break"
17260,4.8,歩行,歩行：芝のトラック,walking,"walking, grass track"
17262,4.5,歩行,歩行：ふつうのペースで、耕された土や砂の上を歩く,walking,"walking, normal pace, plowed field or sand"
17270,4,歩行,歩行：通勤や通学,walking,"walking, to work or class (Taylor Code 015)"
17280,2.5,歩行,歩行：離れ家までの往復,walking,"walking, to and from an outhouse"
17310,6.8,歩行,歩行：運動目的で、スキーポールを使って、ノルディックウォーキング、上り坂,walking,"walking, for exercise, with ski poles, Nordic walking, uphill"
17320,6,歩行,歩行：後ろ向きに、5.6km/時、水平な地面,walking,"walking, backwards, 3.5 mph, level"
17325,8,歩行,歩行：後ろ向きに、5.6km/時、上り坂、5%の勾配,walking,"walking, backwards, 3.5 mph, uphill, 5% grade"
18010,2.5,水上・水中活動,ボート：パワーボートを運転する,water activities,"boating, power, driving"
18012,1.3,水上・水中活動,ボート：パワーボートに乗る、楽な,water activities,"boating, power, passenger, light"
18020,4,水上・水中活動,カヌーを漕ぐ：キャンプ旅行する,water activities,"canoeing, on camping trip (Taylor Code 270)"
18025,3.3,水上・水中活動,カヌーを漕ぐ：米を収穫する、米のもみ殻を取り除く,water activities,"canoeing, harvesting wild rice, knocking rice off the stalks"
18030,7,水上・水中活動,カヌーを漕ぐ：水路から別の水路へカヌーを運搬する,water activities,"canoeing, portaging"
18040,2.8,水上・水中活動,カヌー、ボートを漕ぐ：3.2-6.3km/時、楽な労力,water activities,"canoeing, rowing, 2.0-3.9 mph, light effort"
18050,5.8,水上・水中活動,カヌー、ボートを漕ぐ：6.4-9.5km/時、ほどほどの労力,water activities,"canoeing, rowing, 4.0-5.9 mph, moderate effort"
18060,12.5,水上・水中活動,カヌー、ボート、カヤックを漕ぐ：競技、9.7km/時より速い、きつい労力,water activities,"canoeing, rowing, kayaking, competition, >6 mph, vigorous effort"
