code,mets,major_heading_ja,activity_ja,major_heading_en,activity_en
05149,2.5,家での活動,屋内で火を起こす,home activities,building a fire inside
05150,9,家での活動,家財道具を上の階へ運搬する：箱や家具を運ぶ,home activities,"moving household items upstairs, carrying boxes or furniture"
05160,2,家での活動,立位：楽な労力の仕事(例：ガソリン(灯油)を入れる、電球を交換する),home activities,"standing, light effort tasks (pump gas, change light bulb, etc.)"
05165,3.5,家での活動,歩行：ほどほどの労力の仕事、掃除以外(例：外出の準備、戸締り、窓の施錠),home activities,"walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.)"
05170,2.2,家での活動,座位：子どもと遊ぶ、楽な労力、活動時に限る,home activities,"sitting, playing with child(ren), light effort, only active periods"
05171,2.8,家での活動,立位：子どもと遊ぶ、楽な労力、活動時に限る,home activities,"standing, playing with child(ren) light effort, only active periods"
05175,3.5,家での活動,歩行やランニング：子どもと遊ぶ、ほどほどの労力、活動時に限る,home activities,"walking/running, playing with child(ren), moderate effort, only active periods"
05180,5.8,家での活動,歩行やランニング：子どもと遊ぶ、きつい労力、活動時に限る,home activities,"walking/running, playing with child(ren), vigorous effort, only active periods"
05181,3,家での活動,子どもを抱き抱えて移動する：体重6.8kg以上の子ども,home activities,"walking and carrying small child, child weighing 15 lbs or more"
05182,2.3,家での活動,子どもを抱き抱えて移動する：体重6.8kg未満の子ども,home activities,"walking and carrying small child, child weighing less than 15 lbs"
05183,2,家での活動,立位：子どもを抱えながら,home activities,"standing, holding child"
05184,2.5,家での活動,子どもの世話：幼児、全般,home activities,"child care, infant, general"
05185,2,家での活動,せる、たまに子どもを抱える)、楽な労力、全般,,"(home activities) (child care, sitting/kneeling (e.g., dressing, bathing, grooming, feeding, occasional lifting of child), light"
05186,3,家での活動,どもを抱える)、ほどほどの労力,,"(home activities) (child care, standing (e.g., dressing, bathing, grooming, feeding, occasional lifting of child), moderate"
05188,1.5,家での活動,子どもを抱えながら横になる,home activities,reclining with baby
05189,2,家での活動,授乳：座位あるいは横になって,home activities,"breastfeeding, sitting or reclining"
05190,2.5,家での活動,座位：動物と遊ぶ、楽な労力、活動時に限る,home activities,"sit, playing with animals, light effort, only active periods"
05191,2.8,家での活動,立位：動物と遊ぶ、楽な労力、活動時に限る,home activities,"stand, playing with animals, light effort, only active periods"
05192,3,家での活動,歩行やランニング：動物と遊ぶ、全般、楽な労力、活動時に限る,home activities,"walk/run, playing with animals, general, light effort, only active periods"
05193,4,家での活動,歩行やランニング：動物と遊ぶ、ほどほどの労力、活動時に限る,home activities,"walk/run, playing with animals, moderate effort, only active periods"
05194,5,家での活動,歩行やランニング：動物と遊ぶ、きつい労力、活動時に限る,home activities,"walk/run, playing with animals, vigorous effort, only active periods"
05195,3.5,家での活動,立位：犬のシャンプーをする,home activities,"standing, bathing dog"
05197,2.3,家での活動,動物の世話：ペット、全般,home activities,"animal care, household animals, general"
05205,2.3,家での活動,高齢者や障がい者(成人)の介護：食事させる、髪をとかす、楽な労力、活動時に限る,home activities,"elder care, disabled adult, feeding, combing hair, light effort, only active periods"
06010,3,家での修繕作業,飛行機の修理,home repair,airplane repair
06020,4,家での修繕作業,自動車の整備,home repair,automobile body work
06030,3.3,家での修繕作業,自動車の修理：楽からほどほどの労力,home repair,"automobile repair, light or moderate effort"
06040,3,家での修繕作業,大工仕事：全般、作業場で,home repair,"carpentry, general, workshop (Taylor Code 620)"
06052,3.8,家での修繕作業,大工仕事：屋外、フェンスの設置,home repair,"carpentry, outside house, building a fence"
06060,3.3,家での修繕作業,大工仕事：戸棚や家具の仕上げ塗装をする,home repair,"carpentry, finishing or refinishing cabinets or furniture"
06070,6,家での修繕作業,大工仕事：のこぎりで硬材を切る,home repair,"carpentry, sawing hardwood"
06072,4,家での修繕作業,大工仕事：家の改装・改築作業、ほどほどの労力,home repair,"carpentry, home remodeling tasks, moderate effort"
06074,2.3,家での修繕作業,大工仕事：家の改装・改築作業、楽な労力,home repair,"carpentry, home remodeling tasks, light effort"
06080,5,家での修繕作業,コーキング：丸太小屋の水漏れを防止する,home repair,"caulking, chinking log cabin"
06090,4.5,家での修繕作業,コーキング：丸太小屋以外,home repair,"caulking, except log cabin"
06100,5,家での修繕作業,側溝の掃除,home repair,cleaning gutters
06110,5,家での修繕作業,ガレージで物を探す,home repair,excavating garage
06120,5,家での修繕作業,雤戸を設置する,home repair,hanging storm windows
06122,5,家での修繕作業,内壁に石膏板を取り付ける,home repair,hanging sheet rock inside house
06124,3,家での修繕作業,釘を打つ,home repair,hammering nails
06126,2.5,家での修繕作業,家の修繕：全般、楽な労力,home repair,"home repair, general, light effort"
06127,4.5,家での修繕作業,家の修繕：全般、ほどほどの労力,home repair,"home repair, general, moderate effort"
06128,6,家での修繕作業,家の修繕：全般、きつい労力,home repair,"home repair, general, vigorous effort"
06130,4.5,家での修繕作業,カーペットを敷く、あるいは片付ける,home repair,laying or removing carpet
06140,3.8,家での修繕作業,タイルやリノリウム(仕上げ材)を貼る、道具を修理する,home repair,"laying tile or linoleum,repairing appliances"
06144,3,家での修繕作業,道具を修理する,home repair,repairing appliances
06150,5,家での修繕作業,塗装：家の外壁,home repair,"painting, outside home (Taylor Code 650)"
06160,3.3,家での修繕作業,室内の塗装、壁紙張り、ペンキをこすり落とす,home repair,"painting inside house,wallpapering, scraping paint"
06165,4.5,家での修繕作業,ペイントする,home repair,"painting, (Taylor Code 630)"
06167,3,家での修繕作業,配管作業：全般,home repair,"plumbing, general"
06170,3,家での修繕作業,防水シートの設置および取り外し：ヨット,home repair,put on and removal of tarp - sailboat
06180,6,家での修繕作業,屋根ふき,home repair,roofing
06190,4.5,家での修繕作業,研磨機で床を磨く,home repair,sanding floors with a power sander
06200,4.5,家での修繕作業,ヨットやモーターボートの汚れを落とす、あるいはペイントする,home repair,scraping and painting sailboat or powerboat
06205,2,家での修繕作業,道具を研ぐ,home repair,sharpening tools
06210,5,家での修繕作業,シャベルで土を一面に広げる,home repair,spreading dirt with a shovel
06220,4.5,家での修繕作業,ヨットや飛行機の洗浄およびワックスがけ,home repair,washing and waxing hull of sailboat or airplane
06225,2,家での修繕作業,洗車およびワックスがけ,home repair,washing and waxing car
06230,4.5,家での修繕作業,フェンスの洗浄：フェンスをペイントする、ほどほどの労力,home repair,"washing fence, painting fence, moderate effort"
06240,3.3,家での修繕作業,配線工事：ケーブルの取り付けや接合,home repair,"wiring, tapping-splicing"
08010,5.5,芝生や庩の手入れ,運搬：まきを積む、あるいは積み重ねる、木材を積む/積み下ろす、または木材の運搬,lawn and garden,"carrying, loading or stacking wood, loading/unloading or carrying lumber"
08019,4.5,芝生や庩の手入れ,木材の伐採：丸太を切る、ほどほどの労力,lawn and garden,"chopping wood, splitting logs, moderate effort"
08020,6.3,芝生や庩の手入れ,木材の伐採：丸太を切る、きつい労力,lawn and garden,"chopping wood, splitting logs, vigorous effort"
08025,3.5,芝生や庩の手入れ,茂みをきれいにする：庩の草抜きをする、ほどほどの労力,lawn and garden,"clearing light brush, thinning garden, moderate effort"
08030,6.3,芝生や庩の手入れ,茂みをきれいにする/土地をならす：下生え、または地面、小枝の運搬、手押し車の作業、きつい労力,lawn and garden,"clearing brush/land, undergrowth, or ground, hauling branches, wheelbarrow chores, vigorous effort"
08040,5,芝生や庩の手入れ,砂場を掘る：シャベルで砂をすくう,lawn and garden,"digging sandbox, shoveling sand"
08045,3.5,芝生や庩の手入れ,採掘：鋤で土を掘る、庩を埋める、堆肥をやる、楽からほどほどの労力,lawn and garden,"digging, spading, filling garden, composting, light-to-moderate effort"
08050,5,芝生や庩の手入れ,採掘：鋤で土を掘る、庩を埋める、堆肥をやる,lawn and garden,"digging, spading, filling garden, compositing, (Taylor Code 590)"
08052,7.8,芝生や庩の手入れ,採掘：鋤で土を掘る、庩を埋める、堆肥をやる、きつい労力,lawn and garden,"digging, spading, filling garden, composting, vigorous effort"
08055,2.8,芝生や庩の手入れ,トラクターを運転する,lawn and garden,driving tractor
08057,8.3,芝生や庩の手入れ,伐採：大きな木,lawn and garden,"felling trees, large size"
08058,5.3,芝生や庩の手入れ,伐採：小さい木から中くらいの木,lawn and garden,"felling trees, small-medium size"
08060,5.8,芝生や庩の手入れ,大がかりな機器を用いた造園：庩を耕す、チェーンソーの使用,lawn and garden,"gardening with heavy power tools, tilling a garden, chain saw"
08065,2.3,芝生や庩の手入れ,ガーデニング：コンテナを使う、60歳以上の高齢者,lawn and garden,"gardening, using containers, older adults > 60 years"
08070,4,芝生や庩の手入れ,用水路に水をひく：ポートを開閉する,lawn and garden,"irrigation channels, opening and closing ports"
08080,6.3,芝生や庩の手入れ,砕石を敷く,lawn and garden,laying crushed rock
08090,5,芝生や庩の手入れ,芝生を敷く,lawn and garden,laying sod
08095,5.5,芝生や庩の手入れ,芝刈り：全般,lawn and garden,"mowing lawn, general"
08100,2.5,芝生や庩の手入れ,芝刈り：芝刈り機に乗る,lawn and garden,"mowing lawn, riding mower (Taylor Code 550)"
08110,6,芝生や庩の手入れ,芝刈り：歩行、手動芝刈り機の使用,lawn and garden,"mowing lawn, walk, hand mower (Taylor Code 570)"
08120,5,芝生や庩の手入れ,芝刈り：歩行、電動芝刈り機の使用、ほどほどからきつい労力,lawn and garden,"mowing lawn, walk, power mower, moderate or vigorous effort"
08125,4.5,芝生や庩の手入れ,芝刈り：電動芝刈り機の使用、歩行あり、楽からほどほどの労力,lawn and garden,"mowing lawn, power mower, light or moderate effort (Taylor Code 590)"
08130,2.5,芝生や庩の手入れ,噴射式除雥機による除雥作業：歩行,lawn and garden,"operating snow blower, walking"
08135,2,芝生や庩の手入れ,植付：苗や苗木の培養土への植付や移植、楽な労力,lawn and garden,"planting, potting, transplanting seedlings or plants, light effort"
08140,4.3,芝生や庩の手入れ,植苗：潅木、かがんだ状態で、ほどほどの労力,lawn and garden,"planting seedlings, shrub, stooping, moderate effort"
08145,4.3,芝生や庩の手入れ,農作物や花を植える：かがんだ状態で、ほどほどの労力,lawn and garden,"planting crops or garden, stooping, moderate effort"
08150,4.5,芝生や庩の手入れ,樹木の植栽,lawn and garden,planting trees
08160,3.8,芝生や庩の手入れ,芝や落ち葉をレーキでかき集める：ほどほどの労力,lawn and garden,"raking lawn or leaves, moderate effort"
08165,4,芝生や庩の手入れ,芝をレーキでかき集める,lawn and garden,raking lawn (Taylor Code 600)
08170,4,芝生や庩の手入れ,屋根の雥下ろし,lawn and garden,raking roof with snow rake
08180,3,芝生や庩の手入れ,噴射式除雥機の操縦,lawn and garden,riding snow blower
08190,4,芝生や庩の手入れ,草や落ち葉を袋に集める,lawn and garden,"sacking grass, leaves"
08192,5.5,芝生や庩の手入れ,シャベルで土や泥をすくう,lawn and garden,shoveling dirt or mud
08195,5.3,芝生や庩の手入れ,シャベルでの雥かき：人力で、ほどほどの労力,lawn and garden,"shoveling snow, by hand, moderate effort"
08200,6,芝生や庩の手入れ,シャベルでの雥かき：人力で,lawn and garden,"shovelling snow, by hand (Taylor Code 610)"
08202,7.5,芝生や庩の手入れ,シャベルでの雥かき：人力で、きつい労力,lawn and garden,"shoveling snow, by hand, vigorous effort"
08210,4,芝生や庩の手入れ,灌木や木の刈り込み：剪定バサミを使う,lawn and garden,"trimming shrubs or trees, manual cutter"
08215,3.5,芝生や庩の手入れ,灌木や木の刈り込み：電動カッターを使う、リーフブロワーを使う、縁取りをする、ほどほどの労力,lawn and garden,"trimming shrubs or trees, power cutter, using leaf blower, edge, moderate effort"
08220,3,芝生や庩の手入れ,歩行：肥料をまく，または芝生に苗を植える、機械を押しながら,lawn and garden,"walking, applying fertilizer or seeding a lawn, push applicator"
08230,1.5,芝生や庩の手入れ,芝生や庩への水やり：立位または歩行,lawn and garden,"watering lawn or garden, standing or walking"
08239,3.5,芝生や庩の手入れ,除草をする：耕す、楽からほどほどの労力,lawn and garden,"weeding, cultivating garden, light-to-moderate effort"
08240,4.5,芝生や庩の手入れ,除草をする：耕す,lawn and garden,"weeding, cultivating garden (Taylor Code 580)"
08241,5,芝生や庩の手入れ,除草をする：耕す、くわを使う、ほどほどからきつい労力,lawn and garden,"weeding, cultivating garden, using a hoe, moderate-to-vigorous effort"
08245,3.8,芝生や庩の手入れ,ガーデニング：全般、ほどほどの労力,lawn and garden,"gardening, general, moderate effort"
08246,3.5,芝生や庩の手入れ,木から実を摘む：果物や野菜を摘む、ほどほどの労力,lawn and garden,"picking fruit off trees, picking fruits/vegetables, moderate effort"
08248,4.5,芝生や庩の手入れ,木から実を摘む：果物を集める、果物や野菜を摘む、はしごに昇って果物を採る、きつい労力,lawn and garden,"picking fruit off trees, gleaning fruits, picking fruits/vegetables, climbing ladder to pick fruit, vigorous effort"
08250,3.3,芝生や庩の手入れ,歩行や立位を伴いながら庩の手入れをする：楽な労力、花や野菜を摘む,lawn and garden,"implied walking/standing - picking up yard, light, picking flowers or vegetables"
08251,3,芝生や庩の手入れ,歩行：ガーデニングの道具を集める,lawn and garden,"walking, gathering gardening tools"
08255,5.5,芝生や庩の手入れ,手押し車：ガーデンカートや手押し車を押す,lawn and garden,"wheelbarrow, pushing garden cart or wheelbarrow"
08260,3,芝生や庩の手入れ,庩仕事：全般、楽な労力,lawn and garden,"yard work, general, light effort"
08261,4,芝生や庩の手入れ,庩仕事：全般、ほどほどの労力,lawn and garden,"yard work, general, moderate effort"
08262,6,芝生や庩の手入れ,庩仕事：全般、きつい労力,lawn and garden,"yard work, general, vigorous effort"
09000,1.5,多方面にわたる活動,ボードゲーム：座位,miscellaneous,"board game playing, sitting"
09005,2.5,多方面にわたる活動,カジノでギャンブルする：立位,miscellaneous,"casino gambling, standing"
09010,1.5,多方面にわたる活動,カードゲーム：座位,miscellaneous,"card playing, sitting"
09013,1.5,多方面にわたる活動,チェス：座位,miscellaneous,"chess game, sitting"
09015,1.5,多方面にわたる活動,文書のコピーをとる：立位,miscellaneous,"copying documents, standing"
09020,1.8,多方面にわたる活動,描く：書く、塗る、立位,miscellaneous,"drawing, writing, painting, standing"
09025,1,多方面にわたる活動,笑う：座位,miscellaneous,"laughing, sitting"
09030,1.3,多方面にわたる活動,座位：読書、本、新聞など,miscellaneous,"sitting, reading, book, newspaper, etc."
09040,1.3,多方面にわたる活動,座位：書く、デスクワーク、タイピング,miscellaneous,"sitting, writing, desk work, typing"
09045,1,多方面にわたる活動,座位：従来のビデオゲーム、コンピュータゲーム,miscellaneous,"sitting, playing traditional video game, computer game"
09050,1.8,多方面にわたる活動,立位：伒話をする、電話をする、コンピュータまたはテキストメッセージを送る、楽な労力,miscellaneous,"standing, talking in person, on the phone, computer, or text messaging, light effort"
09055,1.5,多方面にわたる活動,座位：伒話をする、電話をする、コンピュータまたはテキストメッセージを送る、楽な労力,miscellaneous,"sitting, talking in person, on the phone, computer, or text messaging, light effort"
09060,1.3,多方面にわたる活動,座位：勉強、全般、読み書きを含む、楽な労力,miscellaneous,"sitting, studying, general, including reading and/or writing, light effort"
09065,1.8,多方面にわたる活動,座位：学校の授業、全般、ノートをとることや討論をすることなどを含む,miscellaneous,"sitting, in class, general, including note-taking or class discussion"
09070,1.8,多方面にわたる活動,立位：読書,miscellaneous,"standing, reading"
09071,2.5,多方面にわたる活動,立位：さまざまなことをする,miscellaneous,"standing, miscellaneous"
09075,1.8,多方面にわたる活動,座位：美術品や工芸品、木彫りの工芸品を作る、機織り、紡績、楽な労力,miscellaneous,"sitting, arts and crafts, carving wood, weaving, spinning wool, light effort"
09080,3,多方面にわたる活動,座位：美術品や工芸品、木彫りの工芸品を作る、機織り、紡績、ほどほどの労力,miscellaneous,"sitting, arts and crafts, carving wood, weaving, spinning wool, moderate effort"
09085,2.5,多方面にわたる活動,立位：美術品や工芸品、木彫りの工芸品を作る、機織り、紡績、楽な労力,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving, light effort"
09090,3.3,多方面にわたる活動,立位：美術品や工芸品、木彫りの工芸品を作る、機織り、紡績、ほどほどの労力,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving, moderate effort"
09095,3.5,多方面にわたる活動,立位：美術品や工芸品、木彫りの工芸品を作る、機織り、紡績、きつい労力,miscellaneous,"standing, arts and crafts, sand painting, carving, weaving, vigorous effort"
09100,1.8,多方面にわたる活動,静養・家族で親睦伒：座位、くつろぐ、伒話をする、食事をする,miscellaneous,"retreat/family reunion activities involving sitting, relaxing, talking, eating"
09101,3,多方面にわたる活動,静養・家族で親睦伒：子どもとゲームをして遊ぶ,miscellaneous,retreat/family reunion activities involving playing games with children
09105,2,多方面にわたる活動,乗り物に乗って旅行やバカンスをする,miscellaneous,touring/traveling/vacation involving riding in a vehicle
09106,3.5,多方面にわたる活動,徒歩で旅行やバカンスをする,miscellaneous,touring/traveling/vacation involving walking
09110,2.5,多方面にわたる活動,立位、座位、歩行を含むキャンプをする：楽からほどほどの労力,miscellaneous,"camping involving standing, walking, sitting, light-to-moderate effort"
09115,1.5,多方面にわたる活動,スポーツイベントでの座位：観戦,miscellaneous,"sitting at a sporting event, spectator"
10010,1.8,音楽活動,アコーディオンの演奏：座位,music playing,"accordion, sitting"
10020,2.3,音楽活動,チェロの演奏：座位,music playing,"cello, sitting"
10030,2.3,音楽活動,オーケストラの指揮をする：立位,music playing,"conducting orchestra, standing"
10035,2.5,音楽活動,コントラバスの演奏：立位,music playing,"double bass, standing"
10040,3.8,音楽活動,ドラムの演奏：座位,music playing,"drums, sitting"
10045,3,音楽活動,打楽器(例：ボンゴ、コンガ、ベンベ)：ほどほどの労力、座位,music playing,"drumming (e.g., bongo, conga, benbe), moderate, sitting"
10050,2,音楽活動,フルートの演奏：座位,music playing,"flute, sitting"
10060,1.8,音楽活動,ホルンの演奏：立位,music playing,"horn, standing"
10070,2.3,音楽活動,ピアノの演奏：座位,music playing,"piano, sitting"
10074,2,音楽活動,楽器の演奏：全般,music playing,"playing musical instruments, general"
10077,2,音楽活動,オルガンの演奏：座位,music playing,"organ, sitting"
10080,3.5,音楽活動,トロンボーンの演奏：立位,music playing,"trombone, standing"
10090,1.8,音楽活動,トランペットの演奏：立位,music playing,"trumpet, standing"
10100,2.5,音楽活動,バイオリンの演奏：座位,music playing,"violin, sitting"
10110,1.8,音楽活動,木管楽器の演奏：座位,music playing,"woodwind, sitting"
10120,2,音楽活動,ギターの演奏：クラッシックギター、フォークギター、座位,music playing,"guitar, classical, folk, sitting"
10125,3,音楽活動,ギターの演奏：ロックンロールバンド、立位,music playing,"guitar, rock and roll band, standing"
10130,4,音楽活動,マーチングバンド：バトントワリング、歩行、ほどほどのペース、全般,music playing,"marching band, baton twirling, walking, moderate pace, general"
10131,5.5,音楽活動,マーチングバンド：楽器演奏、歩行、速いペース、全般,music playing,"marching band, playing an instrument, walking, brisk pace, general"
10135,3.5,音楽活動,マーチングバンド：楽隊長、歩行,music playing,"marching band, drum major, walking"
11003,2.3,職業,アクティブワークステーション：トレッドミルデスク、歩行,occupation,"active workstation, treadmill desk, walking"
11006,3,職業,飛行機の客室乗務員,occupation,airline flight attendant
11010,4,職業,パンづくり：全般、ほどほどの労力,occupation,"bakery, general, moderate effort"
11015,2,職業,パンづくり：楽な労力,occupation,"bakery, light effort"
11020,2.3,職業,製本作業,occupation,bookbinding
11030,6,職業,道路工事：重機の運転,occupation,"building road, driving heavy machinery"
11035,2,職業,道路工事：交通整備、立位,occupation,"building road, directing traffic, standing"
11038,2.5,職業,大工仕事：全般、楽な労力,occupation,"carpentry, general, light effort"
11040,4.3,職業,大工仕事：全般、ほどほどの労力,occupation,"carpentry, general, moderate effort"
11042,7,職業,大工仕事：全般、重労働、またはきつい労力,occupation,"carpentry, general, heavy or vigorous effort"
11050,8,職業,重い荷物の運搬(例：レンガ、工具),occupation,"carrying heavy loads (e.g., bricks, tools)"
11060,8,職業,ほどほどの重さの荷物を上の階に運ぶ：11.3-22.2kgの箱,occupation,"carrying moderate loads up stairs, moving boxes 25-49 lbs"
11070,4,職業,客室係：ホテル等の客室業務、ベッドメイク、浴室清掃、カートを押す,occupation,"chambermaid, hotel housekeeper, making bed, cleaning bathroom, pushing cart"
11080,5.3,職業,炭鉱作業：石炭や岩の掘削,occupation,"coal mining, drilling coal, rock"
11090,5,職業,炭鉱作業：支柱をたてる,occupation,"coal mining, erecting supports"
11100,5.5,職業,炭鉱作業：全般,occupation,"coal mining, general"
11110,6.3,職業,炭鉱作業：石炭をシャベルで掘る,occupation,"coal mining, shoveling coal"
11115,2.5,職業,調理する：シェフ,occupation,"cook, chef"
11120,4,職業,建築作業：屋外、改築、新築(例：屋根の修理、その他),occupation,"construction, outside, remodeling, new structures (e.g., roof repair, miscellaneous)"
11125,2.3,職業,施設管理業務：楽な労力(例：流しやトイレの清掃、ほこり払い、掃除機掛け、簡単な掃除),occupation,"custodial work, light effort (e.g., cleaning sink and toilet, dusting, vacuuming, light cleaning)"
11126,3.8,職業,除機掛け),,"(occupation) (custodial work, moderate effort (e.g., electric buffer, feathering arena floors, mopping, taking out trash,"
11130,3.3,職業,電気関係の仕事(例：配線工事をする、ケーブルの取り付けや接合),occupation,"electrical work (e.g., hook up wire, tapping-splicing)"
11135,1.8,職業,エンジニア(例：機械係、電機系),occupation,"engineer (e.g., mechanical or electrical)"
11145,7.8,職業,農作業：きつい労力(例：干し草をまとめる、納屋を掃除する),occupation,"farming, vigorous effort (e.g., baling hay, cleaning barn)"
11146,4.8,職業,る),,"(occupation) (farming, moderate effort (e.g., feeding animals, chasing cattle by walking and/or horseback, spreading"
11147,2,職業,農作業：楽な労力(例：家畜小屋を掃除する、家畜の餌を用意する),occupation,"farming, light effort (e.g., cleaning animal sheds, preparing animal feed)"
11170,2.8,職業,農作業：運転(例：トラクターや収穫機),occupation,"farming, driving tasks (e.g., driving tractor or harvester)"
11180,3.5,職業,農作業：小動物に餌を不える,occupation,"farming, feeding small animals"
11190,4.3,職業,農作業：牛や馬に餌を不える,occupation,"farming, feeding cattle, horses"
11191,4.3,職業,農作業：家畜用の水を運搬する、水の運搬全般,occupation,"farming, hauling water for animals, general hauling water,farming, general hauling water"
11192,4.5,職業,ア、焼き印押し)、全般,,"(occupation) (farming, taking care of animals (e.g., grooming, brushing, shearing sheep, assisting with birthing, medical"
11195,3.8,職業,農作業：米の作付け、精米する,occupation,"farming, rice, planting, grain milling activities"
11210,3.5,職業,農作業：手作業での搾乳、桶の掃除、ほどほどの労力,occupation,"farming, milking by hand, cleaning pails, moderate effort"
11220,1.3,職業,農作業：機械を用いての搾乳、楽な労力,occupation,"farming, milking by machine, light effort"
11240,8,職業,消防士：全般,occupation,"fire fighter, general"
11244,6.8,職業,消防士：救出活動、自動車事故の現場、フックを用いて,occupation,"fire fighter, rescue victim, automobile accident, using pike pole"
11245,8,職業,消防士：防火服一式を装備してハシゴを登る、消火訓練,occupation,"fire fighter, raising and climbing ladder with full gear, simulated fire supression"
11247,3.5,職業,釣り：営利目的、楽な労力,occupation,"fishing, commercial, light effort"
11248,5,職業,釣り：営利目的、ほどほどの労力,occupation,"fishing, commercial, moderate effort"
11249,7,職業,釣り：営利目的、きつい労力,occupation,"fishing, commercial, vigorous effort"
11250,17.5,職業,林業：斧による伐採、とても速い、1.25kgの斧、毎分51回、極めてきつい労力,occupation,"forestry, ax chopping, very fast, 1.25 kg axe, 51 blows/min, extremely vigorous effort"
11260,5,職業,林業：斧による伐採、ゆっくり、1.25kgの斧、毎分19回、ほどほどの労力,occupation,"forestry, ax chopping, slow, 1.25 kg axe, 19 blows/min, moderate effort"
11262,8,職業,林業：斧による伐採、速い、1.25kgの斧、毎分35回、きつい労力,occupation,"forestry, ax chopping, fast, 1.25 kg axe, 35 blows/min, vigorous effort"
11264,4.5,職業,林業：ほどほどの労力(例：チェーンソーを使って木を切る、除草する、くわで掘る),occupation,"forestry, moderate effort (e.g., sawing wood with power saw, weeding, hoeing)"
11266,8,職業,を切る),,"(occupation) (forestry, vigorous effort (e.g., barking, felling, or trimming trees, carrying or stacking logs, planting seeds,"
11370,4.5,職業,毛皮作り,occupation,furriery
11375,4,職業,ゴミの収集：歩行、トラックにゴミ袋を投げる,occupation,"garbage collector, walking, dumping bins into truck"
11378,1.8,職業,ヘアスタイリスト(例：髪を編む、マニキュアを塗る、化粧をする),occupation,"hairstylist (e.g., plaiting hair, manicure, make-up artist)"
11381,4.3,職業,馬の世話：餌やり、水やり、馬房の掃除、歩行や荷物の持ち上げ動作を含む,occupation,"horse, feeding, watering, cleaning stalls, implied walking and lifting loads"
11390,7.3,職業,馬のレース：ギャロップ(襲歩),occupation,"horse racing, galloping"
11400,5.8,職業,馬のレース：トロッティング(速足),occupation,"horse racing, trotting"
11410,3.8,職業,馬のレース：ウォーキング(常歩),occupation,"horse racing, walking"
11413,3,職業,台所の手伝い,occupation,kitchen maid
11415,4,職業,芝生の管理：庩仕事、全般,occupation,"lawn keeper, yard work, general"
11418,3.3,職業,洗濯業務,occupation,laundry worker
11420,3,職業,錠前師,occupation,locksmith
11450,5,職業,製造業：パンチプレスする、ほどほどの労力,occupation,"Machine tooling, operating punch press, moderate effort"
11472,1.8,職業,管理：資産管理,occupation,"manager, property"
11475,2.8,職業,肉体労働や単純労働：全般、楽な労力,occupation,"manual or unskilled labor, general, light effort"
11476,4.5,職業,肉体労働や単純労働：全般、ほどほどの労力,occupation,"manual or unskilled labor, general, moderate effort"
11477,6.5,職業,肉体労働や単純労働：全般、きつい労力,occupation,"manual or unskilled labor, general, vigorous effort"
11480,4.3,職業,左官：コンクリートで固める、ほどほどの労力,occupation,"masonry, concrete, moderate effort"
11482,2.5,職業,左官：コンクリートで固める、楽な労力,occupation,"masonry, concrete, light effort"
11485,4,職業,マッサージ師：立位,occupation,"massage therapist, standing"
11490,7.5,職業,積む),,"(occupation) (moving, carrying or pushing heavy objects, 75 lbs or more, only active time (e.g., desks, moving van"
11495,12,職業,潜水士としてスキンダイビングやスキューバダイビング：米海軍特殊部隊,occupation,"skindiving or SCUBA diving as a frogman, Navy Seal"
11500,2.5,職業,重機の操作：自動運転、自分で操縦はしない,occupation,"operating heavy duty equipment, automated, not driving"
11510,4.5,職業,みかん畑の仕事：果実を摘む,occupation,"orange grove work, picking fruit"
11514,3.3,職業,塗装：家、家具、ほどほどの労力,occupation,"painting,house, furniture, moderate effort"
11516,3,職業,配管工事,occupation,plumbing activities
11520,2,職業,印刷：製紙業、立位,occupation,"printing, paper industry worker, standing"
11525,2.5,職業,警察官：交通整理、立位,occupation,"police, directing traffic, standing"
11526,2.5,職業,警察官：パトロールカーを運転する、座位,occupation,"police, driving a squad car, sitting"
11527,1.3,職業,警察官：パトロールカーに乗る、座位,occupation,"police, riding in a squad car, sitting"
11528,4,職業,警察官：逮捕する、立位,occupation,"police, making an arrest, standing"
11529,2.3,職業,郵便配達員：配達のために歩く,occupation,"postal carrier, walking to deliver mail"
11530,2,職業,靴の修理：全般,occupation,"shoe repair, general"
11540,7.8,職業,シャベルで掘る：溝を掘る,occupation,"shoveling, digging ditches"
11550,8.8,職業,シャベルで掘る：毎分7.3kg以上、深く掘る、きつい労力,occupation,"shoveling, more than 16 lbs/minute, deep digging, vigorous effort"
11560,5,職業,シャベルで掘る：毎分4.5kg未満、ほどほどの労力,occupation,"shoveling, less than 10 lbs/minute, moderate effort"
11570,6.5,職業,シャベルで掘る：毎分4.5-6.8kg、きつい労力,occupation,"shoveling, 10 to 15 lbs/minute, vigorous effort"
11580,1.5,職業,理、読書、デスクワーク),,"(occupation) (sitting tasks, light effort (e.g., office work, chemistry lab work, computer work, light assembly repair, watch"
11585,1.5,職業,座位での打合せ：楽な労力、全般、談話を含む(例：食事をしながらの打合せ),occupation,"sitting meetings, light effort, general, and/or with talking involved (e.g., eating at a business meeting)"
